R1,R2,Rhythm,CTest1,CTest2,CScore,VJump1,VJump2,VJumpScore,30m,30mScore,PH1,PH2,PH3,PH4,PH5,PHTotal,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RTotal,RA,RB,RV,RF,S1,S2,S3,S4,STotal,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSTotal,PSA,PSB,PSV,PSF,Branch
6.5,6.5,13,69.101,-1,33.45155597,26.963509,25.377773,2.45241493,5.833,1.374903359,2,4,3,1,4,56,22.96,22.4,21.28,19.6,3,3,2,3,55,16.5,15.4,17.6,16.5,4,5,4,2,75,8.25,15.75,10.5,15.75,5,5,2,1,65,11.7,7.15,10.4,9.1,C4
8,3,11,29.674,27.299,33.44412357,15.313323,24.063768,0,4.316,6.885026693,1,2,5,5,2,60,24.6,24,22.8,21,5,2,3,4,70,21,19.6,22.4,21,3,5,3,5,80,8.8,16.8,11.2,16.8,4,1,2,4,55,9.9,6.05,8.8,7.7,C2
7.5,6,13.5,56.072,-1,33.41310918,34.693966,13.839144,3.2067433,4.499,11.14349842,1,1,1,2,4,36,14.76,14.4,13.68,12.6,3,4,3,4,70,21,19.6,22.4,21,3,1,5,1,50,5.5,10.5,7,10.5,1,4,2,3,50,9,5.5,8,7,C5
5,5,10,30.184,32.003,33.39526176,29.731491,30.894882,1.808486432,4.797,6.224066913,5,4,2,5,5,84,34.44,33.6,31.92,29.4,3,3,3,3,60,18,16.8,19.2,18,1,3,2,5,55,6.05,11.55,7.7,11.55,5,4,4,1,70,12.6,7.7,11.2,9.8,C3
4,3,7,34.145,34.87,33.3912009,29.432209,33.786972,7.028925419,4.573,13.00154954,4,2,1,1,2,40,16.4,16,15.2,14,1,5,4,5,75,22.5,21,24,22.5,4,3,2,2,55,6.05,11.55,7.7,11.55,1,5,1,1,40,7.2,4.4,6.4,5.6,C3
7,8,15,27.054,26.462,33.37667674,39.409122,55.356575,8.870000243,3.834,14.10714,4,2,5,5,2,72,29.52,28.8,27.36,25.2,3,1,4,2,50,15,14,16,15,4,4,1,5,70,7.7,14.7,9.8,14.7,2,3,4,1,50,9,5.5,8,7,C4
7,7,14,37.419,29.672,33.28929037,26.963509,21.623661,2.205883563,4.846,5.785532892,2,3,5,5,5,80,32.8,32,30.4,28,3,5,2,5,75,22.5,21,24,22.5,4,4,4,3,75,8.25,15.75,10.5,15.75,1,5,1,1,40,7.2,4.4,6.4,5.6,C2
6.5,6.5,13,56.216,-1,33.28578204,34.693966,34.693966,3.2067433,5.013,5.381166637,1,4,5,5,5,80,32.8,32,30.4,28,4,5,2,2,65,19.5,18.2,20.8,19.5,3,5,2,2,60,6.6,12.6,8.4,12.6,3,2,5,2,60,10.8,6.6,9.6,8.4,C2
8,7,15,56.225,-1,33.27782393,42.38238,24.602924,5.478261113,4.363,12.66816437,4,4,2,2,3,60,24.6,24,22.8,21,3,2,3,2,50,15,14,16,15,4,4,3,5,80,8.8,16.8,11.2,16.8,3,4,3,2,60,10.8,6.6,9.6,8.4,C5
3,6,9,29.307,27.348,33.19009423,42.101,39.478,4.041750133,4.332,6.671125442,1,4,4,4,1,56,22.96,22.4,21.28,19.6,1,2,1,5,45,13.5,12.6,14.4,13.5,3,4,5,2,70,7.7,14.7,9.8,14.7,4,1,3,4,60,10.8,6.6,9.6,8.4,C4
8,4,12,28.733,27.35,33.17971945,37.759075,39.2565,3.154276907,4.042,10.54813117,4,3,3,5,1,64,26.24,25.6,24.32,22.4,4,5,3,4,80,24,22.4,25.6,24,3,1,3,1,40,4.4,8.4,5.6,8.4,5,3,2,2,60,10.8,6.6,9.6,8.4,C3
7,8,15,33.848,33.179,33.17528576,23.51,23.64,0,4.68,12.58389473,5,1,2,2,3,52,21.32,20.8,19.76,18.2,1,5,2,5,65,19.5,18.2,20.8,19.5,2,1,2,1,30,3.3,6.3,4.2,6.3,1,4,5,4,70,12.6,7.7,11.2,9.8,C3
8,6,14,30.264,31.002,33.13901693,29.316036,31.464643,1.992113739,4.589,8.813274801,5,1,1,3,4,56,22.96,22.4,21.28,19.6,1,3,5,3,60,18,16.8,19.2,18,2,5,4,1,60,6.6,12.6,8.4,12.6,2,2,5,4,65,11.7,7.15,10.4,9.1,C1
6,5,11,28.98,26.864,33.05236548,46.99,44.45,6.381109953,3.91,11.29411787,5,4,2,2,4,68,27.88,27.2,25.84,23.8,5,4,2,5,80,24,22.4,25.6,24,4,1,3,2,50,5.5,10.5,7,10.5,5,2,1,3,55,9.9,6.05,8.8,7.7,C3
4,2,6,27.376,28.323,33.04493308,46.052868,41.02707,5.274717212,3.915,12.24599093,5,2,3,2,5,68,27.88,27.2,25.84,23.8,2,3,4,1,50,15,14,16,15,4,1,5,3,65,7.15,13.65,9.1,13.65,3,5,1,2,55,9.9,6.05,8.8,7.7,C4
8,5,13,30.75,30.297,33.03331107,31.923769,30.751787,2.140084654,4.604,8.626554608,1,3,3,5,3,60,24.6,24,22.8,21,1,5,4,5,75,22.5,21,24,22.5,4,5,1,2,60,6.6,12.6,8.4,12.6,4,1,5,5,75,13.5,8.25,12,10.5,C1
7.5,7,14.5,58.51,-1,33,42.640236,-2,6.5,4.62,9,1,1,3,2,4,44,18.04,17.6,16.72,15.4,1,2,4,2,45,13.5,12.6,14.4,13.5,5,5,4,1,75,8.25,15.75,10.5,15.75,1,4,1,5,55,9.9,6.05,8.8,7.7,C4
7,6.5,13.5,58.507,-1,33,49.776047,53.265896,9,4.422,11.5,2,1,1,5,3,48,19.68,19.2,18.24,16.8,2,3,1,1,35,10.5,9.8,11.2,10.5,2,5,3,1,55,6.05,11.55,7.7,11.55,2,4,4,3,65,11.7,7.15,10.4,9.1,C5
7,6.5,13.5,58.433,-1,33,43.982357,44.55976,7,4.852,6,3,4,2,1,2,48,19.68,19.2,18.24,16.8,5,1,5,5,80,24,22.4,25.6,24,1,2,4,2,45,4.95,9.45,6.3,9.45,3,2,5,1,55,9.9,6.05,8.8,7.7,C3
8,6.5,14.5,58.977,-1,33,33.90665,30.940567,4,4.85,6,1,5,2,2,3,52,21.32,20.8,19.76,18.2,1,1,3,2,35,10.5,9.8,11.2,10.5,4,1,4,2,55,6.05,11.55,7.7,11.55,1,2,4,1,40,7.2,4.4,6.4,5.6,C4
6.5,6,12.5,58.634,-1,33,40.72933,43.855423,6.5,4.474,10.5,2,5,2,2,3,56,22.96,22.4,21.28,19.6,2,1,1,5,45,13.5,12.6,14.4,13.5,4,1,1,2,40,4.4,8.4,5.6,8.4,5,4,5,5,95,17.1,10.45,15.2,13.3,C4
5,5,10,58.854,-1,33,38.84705,40.203358,6,4.776,7,5,3,3,1,2,56,22.96,22.4,21.28,19.6,3,5,4,2,70,21,19.6,22.4,21,1,5,5,3,70,7.7,14.7,9.8,14.7,4,2,4,1,55,9.9,6.05,8.8,7.7,C2
7.5,6,13.5,58.176,-1,33,56.22109,52.992004,10,4.585,9.5,5,2,5,1,2,60,24.6,24,22.8,21,1,3,5,5,70,21,19.6,22.4,21,5,3,1,1,50,5.5,10.5,7,10.5,2,1,4,1,40,7.2,4.4,6.4,5.6,C3
7,6.5,13.5,68.13,-1,33,29.202724,28.089436,6,5.269,6.5,5,5,3,2,1,64,26.24,25.6,24.32,22.4,1,5,2,1,45,13.5,12.6,14.4,13.5,2,4,5,5,80,8.8,16.8,11.2,16.8,3,4,3,2,60,10.8,6.6,9.6,8.4,C4
8,7,15,68.036,-1,33,28.95162,31.073856,6.5,5.233,6.5,2,4,3,2,5,64,26.24,25.6,24.32,22.4,5,5,2,2,70,21,19.6,22.4,21,5,5,2,3,75,8.25,15.75,10.5,15.75,2,4,1,4,55,9.9,6.05,8.8,7.7,C2
7,6.5,13.5,68.245,-1,33,31.371674,31.795908,6.5,5.484,3.5,2,5,2,5,3,68,27.88,27.2,25.84,23.8,1,5,2,2,50,15,14,16,15,5,3,4,1,65,7.15,13.65,9.1,13.65,2,5,3,1,55,9.9,6.05,8.8,7.7,C4
6.5,6,12.5,58.784,-1,33,35.42412,37.38893,5,4.791,6.5,3,5,5,3,1,68,27.88,27.2,25.84,23.8,3,4,1,5,65,19.5,18.2,20.8,19.5,5,3,5,5,90,9.9,18.9,12.6,18.9,1,3,4,3,55,9.9,6.05,8.8,7.7,C2
6.5,5.5,12,58.576,-1,33,60.161022,45.228302,10,5.11,2.5,1,4,4,4,5,72,29.52,28.8,27.36,25.2,1,2,1,3,35,10.5,9.8,11.2,10.5,3,1,3,3,50,5.5,10.5,7,10.5,3,1,2,2,40,7.2,4.4,6.4,5.6,C4
5,4.5,9.5,58.58,-1,33,47.480816,42.8996,7.5,4.537,10,5,5,1,3,4,72,29.52,28.8,27.36,25.2,2,2,3,3,50,15,14,16,15,3,4,3,3,65,7.15,13.65,9.1,13.65,4,2,4,2,60,10.8,6.6,9.6,8.4,C4
7.5,6,13.5,58.962,-1,33,0,34.293278,4.5,4.84,6,1,4,5,3,5,72,29.52,28.8,27.36,25.2,5,1,3,5,70,21,19.6,22.4,21,1,3,2,4,50,5.5,10.5,7,10.5,5,2,1,1,45,8.1,4.95,7.2,6.3,C3
2,1.5,3.5,58.934,-1,33,46.061886,-2,7.5,4.749,7.5,4,2,3,5,5,76,31.16,30.4,28.88,26.6,2,5,3,2,60,18,16.8,19.2,18,2,3,2,1,40,4.4,8.4,5.6,8.4,1,2,2,4,45,8.1,4.95,7.2,6.3,C3
7.5,6.5,14,58.792,-1,33,37.248653,36.267822,5,4.983,4.5,4,5,5,3,3,80,32.8,32,30.4,28,1,2,1,5,45,13.5,12.6,14.4,13.5,3,3,1,5,60,6.6,12.6,8.4,12.6,5,4,3,5,85,15.3,9.35,13.6,11.9,C4
5,3.5,8.5,69.701,-1,32.97180265,42.38238,29.432209,9.533792138,4.821,12.77986407,4,5,3,4,4,80,32.8,32,30.4,28,3,4,2,2,55,16.5,15.4,17.6,16.5,5,2,2,1,50,5.5,10.5,7,10.5,3,5,4,1,65,11.7,7.15,10.4,9.1,C4
5,5,10,27.393,28.731,32.95679837,43.745808,48.79761,6.131066084,3.901,12.43315548,3,2,2,5,3,60,24.6,24,22.8,21,4,4,4,1,65,19.5,18.2,20.8,19.5,2,4,4,5,75,8.25,15.75,10.5,15.75,1,3,4,1,45,8.1,4.95,7.2,6.3,C2
5,4,9,27.983,26.578,32.89010257,39.409122,39.409122,3.741547465,4.013,11.44345164,2,2,5,4,2,60,24.6,24,22.8,21,3,1,4,4,60,18,16.8,19.2,18,3,2,3,2,50,5.5,10.5,7,10.5,4,4,5,4,85,15.3,9.35,13.6,11.9,C3
4,4,8,27.994,27.409,32.8738457,36.119686,37.403557,2.576165795,4.315,6.898394376,1,2,2,5,2,48,19.68,19.2,18.24,16.8,1,3,4,4,60,18,16.8,19.2,18,1,3,3,5,60,6.6,12.6,8.4,12.6,4,4,4,1,65,11.7,7.15,10.4,9.1,C1
8,7,15,69.843,-1,32.8582567,32.009026,35.61297,6.424825191,5.271,7.708490789,4,3,2,5,4,72,29.52,28.8,27.36,25.2,3,1,3,1,40,12,11.2,12.8,12,3,1,3,3,50,5.5,10.5,7,10.5,5,5,2,2,70,12.6,7.7,11.2,9.8,C4
4,4,8,26.992,27.393,32.84127831,40.3882,39.409122,3.871082962,4.236,8.170209825,2,4,4,4,5,76,31.16,30.4,28.88,26.6,4,2,5,1,60,18,16.8,19.2,18,5,1,3,1,50,5.5,10.5,7,10.5,3,1,4,2,50,9,5.5,8,7,C3
7,8,15,27.74,26.59,32.83976287,18.84,40.39,4.0569821,3.87,13.57142955,4,2,3,5,5,76,31.16,30.4,28.88,26.6,4,3,3,1,55,16.5,15.4,17.6,16.5,4,1,3,3,55,6.05,11.55,7.7,11.55,4,3,4,1,60,10.8,6.6,9.6,8.4,C5
4,3,7,28.115,27.427,32.78052896,44.011738,43.97061,4.637892246,4.239,7.914440632,2,3,2,2,1,40,16.4,16,15.2,14,3,4,4,1,60,18,16.8,19.2,18,2,4,3,5,70,7.7,14.7,9.8,14.7,1,5,5,4,75,13.5,8.25,12,10.5,C1
4,4,8,27.427,27.485,32.78052896,41.034153,35.837044,3.708897531,4.012,10.94919741,3,3,5,2,3,64,26.24,25.6,24.32,22.4,3,3,3,2,55,16.5,15.4,17.6,16.5,3,3,5,2,65,7.15,13.65,9.1,13.65,4,5,2,5,80,14.4,8.8,12.8,11.2,C4
4,4,8,27.427,27.485,32.78052896,41.034153,35.837044,3.708897531,4.012,10.94919741,5,5,3,5,3,84,34.44,33.6,31.92,29.4,2,2,3,5,60,18,16.8,19.2,18,1,5,2,3,55,6.05,11.55,7.7,11.55,1,2,5,4,60,10.8,6.6,9.6,8.4,C3
7,8,15,26.606,27.115,32.77264595,32.891994,32.009026,1.64574042,4.028,11.2202391,2,5,2,3,1,52,21.32,20.8,19.76,18.2,1,3,3,5,60,18,16.8,19.2,18,2,5,3,1,55,6.05,11.55,7.7,11.55,1,4,5,3,65,11.7,7.15,10.4,9.1,C3
5.5,7,12.5,69.963,-1,32.7623114,34.693966,32.009026,6.002757549,4.706,14.07588512,3,4,1,4,4,64,26.24,25.6,24.32,22.4,2,4,2,5,65,19.5,18.2,20.8,19.5,5,3,5,5,90,9.9,18.9,12.6,18.9,5,2,4,1,60,10.8,6.6,9.6,8.4,C2
4,7,11,36.953,30.398,32.70980179,39.43999,35.990044,4.562475085,4.507,9.834025204,4,3,2,5,3,68,27.88,27.2,25.84,23.8,3,1,5,1,50,15,14,16,15,3,2,5,3,65,7.15,13.65,9.1,13.65,5,3,4,5,85,15.3,9.35,13.6,11.9,C4
8,6.5,14.5,56.904,-1,32.67743558,34.693966,34.693966,3.2067433,4.804,7.724217474,4,3,1,3,3,56,22.96,22.4,21.28,19.6,1,1,5,3,50,15,14,16,15,4,3,3,3,65,7.15,13.65,9.1,13.65,3,1,4,5,65,11.7,7.15,10.4,9.1,C4
6,4,10,31.869,26.637,32.6426205,43.397495,40.3882,5.024145842,4.059,10.75892776,4,3,4,4,3,72,29.52,28.8,27.36,25.2,1,3,4,1,45,13.5,12.6,14.4,13.5,2,2,3,1,40,4.4,8.4,5.6,8.4,5,5,3,4,85,15.3,9.35,13.6,11.9,C5
6,6.5,12.5,56.959,-1,32.62880176,26.963509,28.597296,1.405501366,4.678,9.136773348,3,2,5,5,5,80,32.8,32,30.4,28,2,3,3,1,45,13.5,12.6,14.4,13.5,5,4,4,3,80,8.8,16.8,11.2,16.8,2,4,5,4,75,13.5,8.25,12,10.5,C4
8,3,11,31.726,29.942,32.55084068,30.394024,27.03208,2.263339609,4.573,7.390934229,2,3,1,2,3,44,18.04,17.6,16.72,15.4,3,2,1,3,45,13.5,12.6,14.4,13.5,3,4,2,2,55,6.05,11.55,7.7,11.55,2,4,1,5,60,10.8,6.6,9.6,8.4,C5
6.5,6.5,13,57.139,-1,32.46964216,38.44207,38.44207,4.314108789,4.928,6.334082186,5,4,4,1,3,68,27.88,27.2,25.84,23.8,1,4,2,2,45,13.5,12.6,14.4,13.5,5,2,3,3,65,7.15,13.65,9.1,13.65,4,3,1,2,50,9,5.5,8,7,C4
8,7,15,57.143,-1,32.46610165,-2,24.602924,0.225377046,4.847,7.242152542,2,4,2,5,5,72,29.52,28.8,27.36,25.2,2,5,4,1,60,18,16.8,19.2,18,1,1,4,3,45,4.95,9.45,6.3,9.45,3,3,2,5,65,11.7,7.15,10.4,9.1,C3
6.5,7,13.5,57.163,-1,32.44842052,43.397495,39.409122,5.778173208,4.882,6.84977755,5,2,4,5,4,80,32.8,32,30.4,28,5,4,3,1,65,19.5,18.2,20.8,19.5,1,5,1,4,55,6.05,11.55,7.7,11.55,5,2,4,5,80,14.4,8.8,12.8,11.2,C3
7,8,15,28.531,26.687,32.43288249,29.432209,33.786972,1.933551282,4.146,9.464287162,1,1,1,2,2,28,11.48,11.2,10.64,9.8,2,4,3,5,70,21,19.6,22.4,21,5,3,1,3,60,6.6,12.6,8.4,12.6,2,2,3,2,45,8.1,4.95,7.2,6.3,C5
6,4,10,31.1,30.489,32.41832346,32.34251,30.740854,2.275040001,4.554,9.248963892,5,2,2,1,3,52,21.32,20.8,19.76,18.2,3,3,1,2,45,13.5,12.6,14.4,13.5,2,3,5,3,65,7.15,13.65,9.1,13.65,4,5,1,2,60,10.8,6.6,9.6,8.4,C4
5,5,10,30.49,30.601,32.4151209,31.075954,32.74573,2.404993474,4.556,9.224063158,3,1,1,3,3,44,18.04,17.6,16.72,15.4,1,2,5,2,50,15,14,16,15,1,3,5,4,65,7.15,13.65,9.1,13.65,4,2,5,2,65,11.7,7.15,10.4,9.1,C4
5,7,12,29.52,27.5,32.40207195,40.207005,39.35743,3.450830579,4.155,9.037430584,4,4,4,4,5,84,34.44,33.6,31.92,29.4,3,3,1,3,50,15,14,16,15,5,1,1,2,45,4.95,9.45,6.3,9.45,5,5,5,4,95,17.1,10.45,15.2,13.3,C4
7,5,12,-2,30.496,32.39590287,33.89028,31.687244,2.77386874,4.622,8.402486444,5,5,4,2,5,84,34.44,33.6,31.92,29.4,4,2,1,1,40,12,11.2,12.8,12,1,5,2,4,60,6.6,12.6,8.4,12.6,3,1,2,3,45,8.1,4.95,7.2,6.3,C4
8,7,15,32.702,30.525,32.30301529,31.34936,34.894596,3.097547591,4.51,9.796677232,2,3,1,2,4,48,19.68,19.2,18.24,16.8,1,5,3,3,60,18,16.8,19.2,18,5,1,1,3,50,5.5,10.5,7,10.5,1,4,5,2,60,10.8,6.6,9.6,8.4,C3
6,4,10,57.335,-1,32.29633391,43.397495,43.397495,5.778173208,4.481,11.34529352,3,2,4,1,1,44,18.04,17.6,16.72,15.4,4,3,5,3,75,22.5,21,24,22.5,2,3,3,5,65,7.15,13.65,9.1,13.65,5,2,4,2,65,11.7,7.15,10.4,9.1,C1
1,3,4,70.546,-1,32.29615152,34.693966,31.138077,6.002757549,5.128,9.320062995,3,3,5,4,5,80,32.8,32,30.4,28,3,4,5,2,70,21,19.6,22.4,21,5,3,2,3,65,7.15,13.65,9.1,13.65,1,1,1,4,35,6.3,3.85,5.6,4.9,C2
4,6.5,10.5,57.346,-1,32.28660554,30.279137,26.963509,1.902395934,4.757,8.25112313,3,1,2,5,5,64,26.24,25.6,24.32,22.4,5,5,2,5,85,25.5,23.8,27.2,25.5,1,2,2,5,50,5.5,10.5,7,10.5,2,5,3,3,65,11.7,7.15,10.4,9.1,C3
8,7,15,57.359,-1,32.27510959,35.61297,38.44207,4.314108789,4.803,7.73542732,1,4,5,3,2,60,24.6,24,22.8,21,2,2,5,1,50,15,14,16,15,4,5,3,4,80,8.8,16.8,11.2,16.8,5,5,5,1,80,14.4,8.8,12.8,11.2,C4
8,6,14,70.61,-1,32.24497497,29.432209,27.774395,3.586207032,5.364,6.660407335,1,3,4,3,3,56,22.96,22.4,21.28,19.6,2,2,1,4,45,13.5,12.6,14.4,13.5,2,3,3,3,55,6.05,11.55,7.7,11.55,5,4,4,3,80,14.4,8.8,12.8,11.2,C4
7,5,12,32.048,30.007,32.21565306,37.48702,39.409122,6.268626451,4.619,8.615958989,2,4,3,1,4,56,22.96,22.4,21.28,19.6,5,2,5,2,70,21,19.6,22.4,21,4,3,4,5,80,8.8,16.8,11.2,16.8,5,2,4,5,80,14.4,8.8,12.8,11.2,C1
6,5.5,11.5,57.506,-1,32.14512974,38.44207,38.44207,4.314108789,4.519,10.91928363,1,3,4,4,4,64,26.24,25.6,24.32,22.4,4,5,5,2,80,24,22.4,25.6,24,5,5,3,1,70,7.7,14.7,9.8,14.7,3,5,1,5,70,12.6,7.7,11.2,9.8,C1
6,6,12,27.553,28.62,32.12730646,40.97517,35.778873,3.690495193,4.457,5.000001937,2,5,1,3,4,60,24.6,24,22.8,21,5,2,2,3,60,18,16.8,19.2,18,4,3,3,3,65,7.15,13.65,9.1,13.65,2,5,2,5,70,12.6,7.7,11.2,9.8,C1
8,3,11,32.14,27.555,32.11693168,36.952736,37.60317,2.638444006,4.251,7.754011452,2,3,4,1,1,44,18.04,17.6,16.72,15.4,2,1,3,2,40,12,11.2,12.8,12,5,1,4,1,55,6.05,11.55,7.7,11.55,2,5,2,3,60,10.8,6.6,9.6,8.4,C4
8,7,15,57.558,-1,32.09915131,-2,27.774395,1.162377968,4.661,9.327358603,1,5,1,1,5,52,21.32,20.8,19.76,18.2,3,5,2,5,75,22.5,21,24,22.5,2,2,3,5,60,6.6,12.6,8.4,12.6,1,4,3,3,55,9.9,6.05,8.8,7.7,C2
6,4,10,28.821,26.767,32.097314,32.009026,31.138077,1.361791342,4.219,8.377978206,5,1,3,4,5,72,29.52,28.8,27.36,25.2,5,2,1,4,60,18,16.8,19.2,18,3,2,5,2,60,6.6,12.6,8.4,12.6,5,1,4,5,75,13.5,8.25,12,10.5,C1
5,5,10,69.734,-1,32,27.553108,26.303907,5.5,5.148,8,1,3,2,2,2,40,16.4,16,15.2,14,2,3,2,5,60,18,16.8,19.2,18,1,5,1,3,50,5.5,10.5,7,10.5,5,3,5,4,85,15.3,9.35,13.6,11.9,C3
6,5,11,69.32,-1,32,36.249287,34.102,8,5.144,8,2,1,3,1,5,48,19.68,19.2,18.24,16.8,4,1,2,3,50,15,14,16,15,5,2,3,5,75,8.25,15.75,10.5,15.75,3,3,5,1,60,10.8,6.6,9.6,8.4,C4
7,6.5,13.5,59.503,-1,32,33.001427,33.161392,4,4.953,4.5,1,2,3,5,1,48,19.68,19.2,18.24,16.8,1,2,3,5,55,16.5,15.4,17.6,16.5,1,2,5,1,45,4.95,9.45,6.3,9.45,1,3,1,1,30,5.4,3.3,4.8,4.2,C4
6.5,6.5,13,59.666,-1,32,32.574512,33.114872,4,4.665,8.5,1,3,4,2,2,48,19.68,19.2,18.24,16.8,4,3,2,3,60,18,16.8,19.2,18,2,4,5,4,75,8.25,15.75,10.5,15.75,3,4,3,5,75,13.5,8.25,12,10.5,C1
0,0,0,59.904,-1,32,53.711906,54.169716,9.5,4.406,11.5,1,3,2,2,5,52,21.32,20.8,19.76,18.2,2,2,1,2,35,10.5,9.8,11.2,10.5,5,1,5,3,70,7.7,14.7,9.8,14.7,1,5,2,4,60,10.8,6.6,9.6,8.4,C4
7,6.5,13.5,59.62,-1,32,35.866077,36.224632,5,5.11,2.5,2,2,5,1,5,60,24.6,24,22.8,21,3,2,4,1,50,15,14,16,15,3,5,2,5,75,8.25,15.75,10.5,15.75,3,3,1,1,40,7.2,4.4,6.4,5.6,C4
6.5,6,12.5,59.823,-1,32,45.298176,46.31712,7.5,4.672,8,2,5,4,4,3,72,29.52,28.8,27.36,25.2,2,1,1,1,25,7.5,7,8,7.5,4,5,4,4,85,9.35,17.85,11.9,17.85,5,4,4,5,90,16.2,9.9,14.4,12.6,C5
4.5,4.5,9,69.809,-1,32,28.925055,26.255777,6,5.47,4,3,2,3,5,5,72,29.52,28.8,27.36,25.2,2,2,4,1,45,13.5,12.6,14.4,13.5,3,4,5,3,75,8.25,15.75,10.5,15.75,4,3,4,4,75,13.5,8.25,12,10.5,C4
7.5,6.5,14,59.867,-1,32,35.423336,34.6194,4.5,5.434,1,3,4,4,3,4,72,29.52,28.8,27.36,25.2,4,4,4,5,85,25.5,23.8,27.2,25.5,4,5,2,5,80,8.8,16.8,11.2,16.8,4,3,2,2,55,9.9,6.05,8.8,7.7,C2
6.5,7,13.5,59.534,-1,32,0,35.469738,4.5,4.921,5,5,3,4,3,4,76,31.16,30.4,28.88,26.6,2,1,4,3,50,15,14,16,15,1,4,3,3,55,6.05,11.55,7.7,11.55,2,3,1,5,55,9.9,6.05,8.8,7.7,C4
7,6.5,13.5,59.024,-1,32,33.979156,30.204855,4,4.871,5.5,4,4,5,4,3,80,32.8,32,30.4,28,2,5,2,5,70,21,19.6,22.4,21,4,2,2,1,45,4.95,9.45,6.3,9.45,4,3,2,1,50,9,5.5,8,7,C3
7.5,6.5,14,59.571,-1,32,35.313377,39.916325,5.5,4.78,7,5,4,4,2,5,80,32.8,32,30.4,28,4,3,5,5,85,25.5,23.8,27.2,25.5,2,5,4,3,70,7.7,14.7,9.8,14.7,3,2,4,4,65,11.7,7.15,10.4,9.1,C1
7.5,7,14.5,57.683,-1,31.98862284,32.891994,34.693966,3.2067433,4.758,8.239913285,2,1,5,3,4,60,24.6,24,22.8,21,1,3,3,4,55,16.5,15.4,17.6,16.5,4,3,3,4,70,7.7,14.7,9.8,14.7,1,1,5,2,45,8.1,4.95,7.2,6.3,C4
6,8,14,29.308,26.8,31.95889324,35.61297,38.44207,3.430558443,4.108,10.02976477,1,5,1,3,5,60,24.6,24,22.8,21,2,2,2,3,45,13.5,12.6,14.4,13.5,5,1,3,3,60,6.6,12.6,8.4,12.6,5,2,5,5,85,15.3,9.35,13.6,11.9,C4
3,3,6,32.047,27.591,31.93030089,35.809742,32.37387,2.078901827,4.044,10.52138865,2,1,3,1,2,36,14.76,14.4,13.68,12.6,4,4,1,2,55,16.5,15.4,17.6,16.5,3,3,3,5,70,7.7,14.7,9.8,14.7,3,3,5,5,80,14.4,8.8,12.8,11.2,C5
6,8,14,30.102,30.178,31.91118747,27.774395,26.963509,2.470589131,4.499,10.11221766,1,4,2,5,2,56,22.96,22.4,21.28,19.6,4,1,3,4,60,18,16.8,19.2,18,2,2,1,1,30,3.3,6.3,4.2,6.3,5,5,2,1,65,11.7,7.15,10.4,9.1,C3
4,5,9,27.969,27.601,31.87845647,40.77244,41.96435,3.999115825,3.995,11.1764726,5,5,1,3,1,60,24.6,24,22.8,21,4,2,3,4,65,19.5,18.2,20.8,19.5,1,1,2,2,30,3.3,6.3,4.2,6.3,5,4,1,1,55,9.9,6.05,8.8,7.7,C3
7.5,5.5,13,71.136,-1,31.82439119,29.432209,33.786972,5.586205125,5.255,7.888804078,5,2,4,4,3,72,29.52,28.8,27.36,25.2,4,2,3,4,65,19.5,18.2,20.8,19.5,2,2,4,4,60,6.6,12.6,8.4,12.6,2,4,5,3,70,12.6,7.7,11.2,9.8,C1
2,6,8,29.559,27.619,31.78513974,37.27853,36.523785,2.537158132,4.06,10.30748785,2,5,5,5,4,84,34.44,33.6,31.92,29.4,1,1,4,3,45,13.5,12.6,14.4,13.5,4,2,4,1,55,6.05,11.55,7.7,11.55,1,4,2,4,55,9.9,6.05,8.8,7.7,C4
5,5,10,28.37,27.63,31.72811329,36.198647,37.117275,2.486847192,4.043,10.53475678,4,5,4,1,4,72,29.52,28.8,27.36,25.2,4,4,4,3,75,22.5,21,24,22.5,4,4,4,3,75,8.25,15.75,10.5,15.75,1,4,1,5,55,9.9,6.05,8.8,7.7,C2
7,2,9,27.785,26.86,31.70721084,30.279137,24.602924,0.805485994,4.123,9.806545079,2,3,4,4,2,60,24.6,24,22.8,21,4,5,2,1,60,18,16.8,19.2,18,1,3,4,3,55,6.05,11.55,7.7,11.55,1,2,3,2,40,7.2,4.4,6.4,5.6,C3
3,5,8,27.262,26.866,31.68204904,34.693966,40.3882,4.056403041,4.059,10.75892776,3,4,2,3,1,52,21.32,20.8,19.76,18.2,5,3,2,4,70,21,19.6,22.4,21,2,3,2,5,60,6.6,12.6,8.4,12.6,2,2,3,1,40,7.2,4.4,6.4,5.6,C2
7,7,14,32.702,30.174,31.68043435,32.891994,32.009026,4.141176939,4.656,8.154610991,5,4,1,3,2,60,24.6,24,22.8,21,2,2,2,5,55,16.5,15.4,17.6,16.5,5,3,4,5,85,9.35,17.85,11.9,17.85,1,5,1,3,50,9,5.5,8,7,C4
4,4,8,30.155,29.547,31.66092664,37.48702,33.786972,2.235292941,3.963,14.705109,2,5,2,4,2,60,24.6,24,22.8,21,3,1,5,2,55,16.5,15.4,17.6,16.5,3,3,5,2,65,7.15,13.65,9.1,13.65,2,5,4,3,70,12.6,7.7,11.2,9.8,C4
